path_filename,base_filename,package
posis.ado,posis.ado,posw_posis
posis.sthlp,posis.sthlp,posw_posis
posw.ado,posw.ado,posw_posis
posw.sthlp,posw.sthlp,posw_posis
../i/isis.ado,isis.ado,posw_posis
../i/isis.sthlp,isis.sthlp,posw_posis
pocvsw.ado,pocvsw.ado,posw_posis
poswbic_gmm_logit.ado,poswbic_gmm_logit.ado,posw_posis
poswbic_gmm_pois.ado,poswbic_gmm_pois.ado,posw_posis
../s/stepbic.ado,stepbic.ado,posw_posis
../s/steptest.ado,steptest.ado,posw_posis
posis.pdf,posis.pdf,posw_posis
posw.pdf,posw.pdf,posw_posis
povcalnet.ado,povcalnet.ado,povcalnet
povcalnet.sthlp,povcalnet.sthlp,povcalnet
povcalnet_countries.sthlp,povcalnet_countries.sthlp,povcalnet
povcalnet_query.ado,povcalnet_query.ado,povcalnet
povcalnet_aggquery.ado,povcalnet_aggquery.ado,povcalnet
povcalnet_cl.ado,povcalnet_cl.ado,povcalnet
povcalnet_clean.ado,povcalnet_clean.ado,povcalnet
povcalnet_examples.ado,povcalnet_examples.ado,povcalnet
povcalnet_info.ado,povcalnet_info.ado,povcalnet
povdeco.ado,povdeco.ado,povdeco
povdeco.sthlp,povdeco.sthlp,povdeco
povdeco5.ado,povdeco5.ado,povdeco
povdeco5.hlp,povdeco5.hlp,povdeco
poverty.ado,poverty.ado,poverty
poverty.hlp,poverty.hlp,poverty
povguide.ado,povguide.ado,povguide
povguide.hlp,povguide.hlp,povguide
povguide2.ado,povguide2.ado,povguide2
povguide2.sthlp,povguide2.sthlp,povguide2
povimp.ado,povimp.ado,povimp
povimp.sthlp,povimp.sthlp,povimp
povimp.pdf,povimp.pdf,povimp
povtime.ado,povtime.ado,povtime
povtime.sthlp,povtime.sthlp,povtime
povtime.dta,povtime.dta,povtime
power_cmd_concord.ado,power_cmd_concord.ado,power_concord
power_cmd_concord_init.ado,power_cmd_concord_init.ado,power_concord
power_concord.sthlp,power_concord.sthlp,power_concord
power_cmd_onesens_init.ado,power_cmd_onesens_init.ado,power_diagnostic
power_cmd_onesens.ado,power_cmd_onesens.ado,power_diagnostic
power_onesens.sthlp,power_onesens.sthlp,power_diagnostic
power_cmd_onespec_init.ado,power_cmd_onespec_init.ado,power_diagnostic
power_cmd_onespec.ado,power_cmd_onespec.ado,power_diagnostic
power_onespec.sthlp,power_onespec.sthlp,power_diagnostic
power_cmd_pairsens_init.ado,power_cmd_pairsens_init.ado,power_diagnostic
power_cmd_pairsens.ado,power_cmd_pairsens.ado,power_diagnostic
power_pairsens.sthlp,power_pairsens.sthlp,power_diagnostic
power_cmd_pairspec_init.ado,power_cmd_pairspec_init.ado,power_diagnostic
power_cmd_pairspec.ado,power_cmd_pairspec.ado,power_diagnostic
power_pairspec.sthlp,power_pairspec.sthlp,power_diagnostic
power_cmd_twosens_init.ado,power_cmd_twosens_init.ado,power_diagnostic
power_cmd_twosens.ado,power_cmd_twosens.ado,power_diagnostic
power_twosens.sthlp,power_twosens.sthlp,power_diagnostic
power_cmd_twospec_init.ado,power_cmd_twospec_init.ado,power_diagnostic
power_cmd_twospec.ado,power_cmd_twospec.ado,power_diagnostic
power_twospec.sthlp,power_twospec.sthlp,power_diagnostic
power_diagnostic.sthlp,power_diagnostic.sthlp,power_diagnostic
power_cmd_icc.ado,power_cmd_icc.ado,power_icc
power_cmd_icc_init.ado,power_cmd_icc_init.ado,power_icc
power_icc.sthlp,power_icc.sthlp,power_icc
power_cmd_kappa.ado,power_cmd_kappa.ado,power_kappa
power_cmd_kappa_init.ado,power_cmd_kappa_init.ado,power_kappa
power_kappa.sthlp,power_kappa.sthlp,power_kappa
power_cmd_loa.ado,power_cmd_loa.ado,power_loa
power_cmd_loa_init.ado,power_cmd_loa_init.ado,power_loa
power_loa.sthlp,power_loa.sthlp,power_loa
power_cmd_oneroc.ado,power_cmd_oneroc.ado,power_oneroc
power_cmd_oneroc_init.ado,power_cmd_oneroc_init.ado,power_oneroc
power_oneroc.sthlp,power_oneroc.sthlp,power_oneroc
power_cmd_oneroc.ado,power_cmd_oneroc.ado,power_roc
power_cmd_oneroc_init.ado,power_cmd_oneroc_init.ado,power_roc
power_cmd_tworoc.ado,power_cmd_tworoc.ado,power_roc
power_cmd_tworoc_init.ado,power_cmd_tworoc_init.ado,power_roc
power_roc.sthlp,power_roc.sthlp,power_roc
power_oneroc.sthlp,power_oneroc.sthlp,power_roc
power_tworoc.sthlp,power_tworoc.sthlp,power_roc
power_step.ado,power_step.ado,power_step
power_step.sthlp,power_step.sthlp,power_step
power_cmd_swgee.ado,power_cmd_swgee.ado,power_swgee
power_cmd_swgee_init.ado,power_cmd_swgee_init.ado,power_swgee
power_swgee.sthlp,power_swgee.sthlp,power_swgee
power_swgee_examples.ado,power_swgee_examples.ado,power_swgee
power_cmd_tworates_zhu.ado,power_cmd_tworates_zhu.ado,power_tworates_zhu
power_cmd_tworates_zhu_init.ado,power_cmd_tworates_zhu_init.ado,power_tworates_zhu
power_tworates_zhu.sthlp,power_tworates_zhu.sthlp,power_tworates_zhu
power_cmd_tworoc.ado,power_cmd_tworoc.ado,power_tworoc
power_cmd_tworoc_init.ado,power_cmd_tworoc_init.ado,power_tworoc
power_tworoc.sthlp,power_tworoc.sthlp,power_tworoc
powercal.ado,powercal.ado,powercal
powercal.sthlp,powercal.sthlp,powercal
powercal.pdf,powercal.pdf,powercal
powerclus.ado,powerclus.ado,powerclus
powerclus.sthlp,powerclus.sthlp,powerclus
powermap.ado,powermap.ado,powermap
powermap.sthlp,powermap.sthlp,powermap
powerq.ado,powerq.ado,powerq
powerq.hlp,powerq.hlp,powerq
powersim.ado,powersim.ado,powersim
powersim.sthlp,powersim.sthlp,powersim
powersimplot.ado,powersimplot.ado,powersim
powersimplot.sthlp,powersimplot.sthlp,powersim
powersim_tutorial.pdf,powersim_tutorial.pdf,powersim
ppml.ado,ppml.ado,ppml
ppml.sthlp,ppml.sthlp,ppml
ppml_fe_bias.ado,ppml_fe_bias.ado,ppml_fe_bias
ppml_fe_bias.sthlp,ppml_fe_bias.sthlp,ppml_fe_bias
ppml_fe_bias.do,ppml_fe_bias.do,ppml_fe_bias
ppmlfebias_example.dta,ppmlfebias_example.dta,ppml_fe_bias
ppml_panel_sg.ado,ppml_panel_sg.ado,ppml_panel_sg
ppml_panel_sg.sthlp,ppml_panel_sg.sthlp,ppml_panel_sg
ppml_panel_sg.do,ppml_panel_sg.do,ppml_panel_sg
../e/EXAMPLE_TRADE_FTA_DATA.dta,EXAMPLE_TRADE_FTA_DATA.dta,ppml_panel_sg
ppml_panel_sg.pdf,ppml_panel_sg.pdf,ppml_panel_sg
../t/TheCurrencyUnionEffectWP.pdf,TheCurrencyUnionEffectWP.pdf,ppml_panel_sg
ppmlhdfe.ado,ppmlhdfe.ado,ppmlhdfe
ppmlhdfe.sthlp,ppmlhdfe.sthlp,ppmlhdfe
ppmlhdfe_header.ado,ppmlhdfe_header.ado,ppmlhdfe
ppmlhdfe_p.ado,ppmlhdfe_p.ado,ppmlhdfe
ppmlhdfe.mata,ppmlhdfe.mata,ppmlhdfe
../r/reghdfe5.mata,reghdfe5.mata,ppmlhdfe
ppmlhdfe_functions.mata,ppmlhdfe_functions.mata,ppmlhdfe
ppmlhdfe_separation_relu.mata,ppmlhdfe_separation_relu.mata,ppmlhdfe
ppmlhdfe_separation_simplex.mata,ppmlhdfe_separation_simplex.mata,ppmlhdfe
ppplot.ado,ppplot.ado,ppplot
ppplot.hlp,ppplot.hlp,ppplot
ppschromy.ado,ppschromy.ado,ppschromy
ppschromy.sthlp,ppschromy.sthlp,ppschromy
ppssampford.ado,ppssampford.ado,ppssampford
ppssampford.sthlp,ppssampford.sthlp,ppssampford
pre.ado,pre.ado,pre
pre.hlp,pre.hlp,pre
pre8.ado,pre8.ado,pre
predcalc.ado,predcalc.ado,predcalc
predcalc.sthlp,predcalc.sthlp,predcalc
predperf.ado,predperf.ado,predperf
predperf.sthlp,predperf.sthlp,predperf
../s/sheinerbealdata.dta,sheinerbealdata.dta,predperf
predsurv.ado,predsurv.ado,predsurv
predsurv.sthlp,predsurv.sthlp,predsurv
predbasesurv.ado,predbasesurv.ado,predsurv
predbasesurv.sthlp,predbasesurv.sthlp,predsurv
predxcat.ado,predxcat.ado,predxcat
predxcat.sthlp,predxcat.sthlp,predxcat
predxcon.ado,predxcon.ado,predxcon
predxcon.sthlp,predxcon.sthlp,predxcon
prepar.ado,prepar.ado,prepar
prepar.hlp,prepar.hlp,prepar
../d/DIF_PARSCALE.pdf,DIF_PARSCALE.pdf,prepar
preparation.ado,preparation.ado,preparation
preparation.sthlp,preparation.sthlp,preparation
preserve_globals.ado,preserve_globals.ado,preserve_globals
preserve_globals.sthlp,preserve_globals.sthlp,preserve_globals
pretrends.ado,pretrends.ado,pretrends
pretrends.sthlp,pretrends.sthlp,pretrends
../l/lpretrends.mlib,lpretrends.mlib,pretrends
pretty_baseline.ado,pretty_baseline.ado,pretty_baseline
pretty_baseline.sthlp,pretty_baseline.sthlp,pretty_baseline
pretty_baseline.ado,pretty_baseline.ado,pretty_suite
pretty_baseline.sthlp,pretty_baseline.sthlp,pretty_suite
pretty_linear.ado,pretty_linear.ado,pretty_suite
pretty_linear.sthlp,pretty_linear.sthlp,pretty_suite
pretty_logistic.ado,pretty_logistic.ado,pretty_suite
pretty_logistic.sthlp,pretty_logistic.sthlp,pretty_suite
pretty_text.ado,pretty_text.ado,pretty_suite
pretty_text.sthlp,pretty_text.sthlp,pretty_suite
prevent10.ado,prevent10.ado,prevent
prevent.sthlp,prevent.sthlp,prevent
prevent10i.ado,prevent10i.ado,prevent
prevent10i.sthlp,prevent10i.sthlp,prevent
prevent30.ado,prevent30.ado,prevent
prevent30.sthlp,prevent30.sthlp,prevent
prevent30i.ado,prevent30i.ado,prevent
prevent30i.sthlp,prevent30i.sthlp,prevent
../e/example_prevent.dta,example_prevent.dta,prevent
primes.ado,primes.ado,primes
primes.hlp,primes.hlp,primes
printgph.ado,printgph.ado,printgph
printgph.hlp,printgph.hlp,printgph
prismscore.ado,prismscore.ado,prismscore
prismscore.dlg,prismscore.dlg,prismscore
prismscore.sthlp,prismscore.sthlp,prismscore
prob1nx.ado,prob1nx.ado,prob1nx
prob1nx.hlp,prob1nx.hlp,prob1nx
pr1nx_lf.ado,pr1nx_lf.ado,prob1nx
probcalc.ado,probcalc.ado,probcalc
probcalc.sthlp,probcalc.sthlp,probcalc
probexog.ado,probexog.ado,probexog-tobexog
probexog.hlp,probexog.hlp,probexog-tobexog
../t/tobexog.ado,tobexog.ado,probexog-tobexog
../t/tobexog.hlp,tobexog.hlp,probexog-tobexog
probgenextval.ado,probgenextval.ado,probgenextval
probgenextval_ll.ado,probgenextval_ll.ado,probgenextval
probgenextval_p.ado,probgenextval_p.ado,probgenextval
probgenextval.sthlp,probgenextval.sthlp,probgenextval
probgenextvalcovid.dta,probgenextvalcovid.dta,probgenextval
probitfe.ado,probitfe.ado,probitfe
probitfe.sthlp,probitfe.sthlp,probitfe
../t/trade.dta,trade.dta,probitfe
../l/lfp_psid.dta,lfp_psid.dta,probitfe
probitiv.ado,probitiv.ado,probitiv
../h/hyphens.ado,hyphens.ado,probitiv
probitmiss.ado,probitmiss.ado,probitmiss
probitmiss.sthlp,probitmiss.sthlp,probitmiss
prodest.ado,prodest.ado,prodest
prodest_p.ado,prodest_p.ado,prodest
prodest.sthlp,prodest.sthlp,prodest
prodest_p.sthlp,prodest_p.sthlp,prodest
prodvars.ado,prodvars.ado,prodvars
prodvars.sthlp,prodvars.sthlp,prodvars
prody.ado,prody.ado,prody
prody.sthlp,prody.sthlp,prody
profhap.ado,profhap.ado,profhap
profhap.hlp,profhap.hlp,profhap
progres.ado,progres.ado,progres
progres.hlp,progres.hlp,progres
project.ado,project.ado,project
project.hlp,project.hlp,project
project_setup.dlg,project_setup.dlg,project
project_examples_v9.zip,project_examples_v9.zip,project
project_examples_v12.zip,project_examples_v12.zip,project
prolist.ado,prolist.ado,prolist
prolist.hlp,prolist.hlp,prolist
propcnsreg.ado,propcnsreg.ado,propcnsreg
propcnsreg.sthlp,propcnsreg.sthlp,propcnsreg
propcnsreg_postestimation.sthlp,propcnsreg_postestimation.sthlp,propcnsreg
propcnsreg_sim.sthlp,propcnsreg_sim.sthlp,propcnsreg
propcnsreg_lf.ado,propcnsreg_lf.ado,propcnsreg
propcnsreg_e2.ado,propcnsreg_e2.ado,propcnsreg
propcnspoisson_lf.ado,propcnspoisson_lf.ado,propcnsreg
propcnspoisson_e2.ado,propcnspoisson_e2.ado,propcnsreg
propcnslogit_e2.ado,propcnslogit_e2.ado,propcnsreg
propcnslogit_lf.ado,propcnslogit_lf.ado,propcnsreg
propcnsreg_p.ado,propcnsreg_p.ado,propcnsreg
../m/mimic_lf.ado,mimic_lf.ado,propcnsreg
../m/mimic_e2.ado,mimic_e2.ado,propcnsreg
propcnsasl.ado,propcnsasl.ado,propcnsreg
propcnsreg_ex.ado,propcnsreg_ex.ado,propcnsreg
proprcspline.ado,proprcspline.ado,proprcspline
proprcspline.sthlp,proprcspline.sthlp,proprcspline
proprcspline_ex.ado,proprcspline_ex.ado,proprcspline
prosperity.ado,prosperity.ado,prosperity
prosperity.sthlp,prosperity.sthlp,prosperity
prtab.ado,prtab.ado,prtab
prtab.sthlp,prtab.sthlp,prtab
prwe.ado,prwe.ado,prwe
prwe.sthlp,prwe.sthlp,prwe
psacalc.ado,psacalc.ado,psacalc
psacalc.sthlp,psacalc.sthlp,psacalc
psacalci.ado,psacalci.ado,psacalc
psacalci.sthlp,psacalci.sthlp,psacalc
../s/selection.pdf,selection.pdf,psacalc
psbayes.ado,psbayes.ado,psbayes
psbayes.hlp,psbayes.hlp,psbayes
psbayes6.ado,psbayes6.ado,psbayes
psbayes6.hlp,psbayes6.hlp,psbayes
psemail.ado,psemail.ado,psemail
psemail.sthlp,psemail.sthlp,psemail
psestimate.ado,psestimate.ado,psestimate
psestimate.sthlp,psestimate.sthlp,psestimate
../r/replicate_lalonde.do,replicate_lalonde.do,psestimate
../n/nswre74.dta,nswre74.dta,psestimate
pshare.ado,pshare.ado,pshare
pshare.sthlp,pshare.sthlp,pshare
pshare.zip,pshare.zip,pshare
psidtools.sthlp,psidtools.sthlp,psidtools
psid.ado,psid.ado,psidtools
psid.sthlp,psid.sthlp,psidtools
psidadd.ado,psidadd.ado,psidtools
psidadd.sthlp,psidadd.sthlp,psidtools
psiduse.ado,psiduse.ado,psidtools
psiduse.sthlp,psiduse.sthlp,psidtools
psid_install.ado,psid_install.ado,psidtools
psid_long.ado,psid_long.ado,psidtools
psid_vardoc.ado,psid_vardoc.ado,psidtools
psiduse.ado,psiduse.ado,psiduse
psiduse.sthlp,psiduse.sthlp,psiduse
psidadd.ado,psidadd.ado,psiduse
psidadd.sthlp,psidadd.sthlp,psiduse
psmatch2.ado,psmatch2.ado,psmatch2
psmatch2.sthlp,psmatch2.sthlp,psmatch2
psmatch2.dlg,psmatch2.dlg,psmatch2
pstest.ado,pstest.ado,psmatch2
pstest2.ado,pstest2.ado,psmatch2
pstest.sthlp,pstest.sthlp,psmatch2
../d/density2.ado,density2.ado,psmatch2
psgraph.ado,psgraph.ado,psmatch2
psgraph.sthlp,psgraph.sthlp,psmatch2
pspline.ado,pspline.ado,pspline
pspline.hlp,pspline.hlp,pspline
pspline.zip,pspline.zip,pspline
../l/lidar.dta,lidar.dta,pspline
psreg.ado,psreg.ado,psreg
psreg.sthlp,psreg.sthlp,psreg
psreg_example.do,psreg_example.do,psreg
psreg_example_data.dta,psreg_example_data.dta,psreg
pstrata.ado,pstrata.ado,pstrata
pstrata.sthlp,pstrata.sthlp,pstrata
psweight.ado,psweight.ado,psweight
psweight.sthlp,psweight.sthlp,psweight
psweight.mata,psweight.mata,psweight
psweight_class.sthlp,psweight_class.sthlp,psweight
../l/lpsweight.mlib,lpsweight.mlib,psweight
ptrend.ado,ptrend.ado,ptrend
ptrend.sthlp,ptrend.sthlp,ptrend
ptrendi.ado,ptrendi.ado,ptrend
ptrendi.hlp,ptrendi.hlp,ptrend
ptvtools.sthlp,ptvtools.sthlp,ptvtools
../g/gendist.ado,gendist.ado,ptvtools
../g/gendist.sthlp,gendist.sthlp,ptvtools
../g/gendummies.ado,gendummies.ado,ptvtools
../g/gendummies.sthlp,gendummies.sthlp,ptvtools
../g/genstacks.ado,genstacks.ado,ptvtools
../g/genstacks.sthlp,genstacks.sthlp,ptvtools
../g/genyhats.ado,genyhats.ado,ptvtools
../g/genyhats.sthlp,genyhats.sthlp,ptvtools
../i/iimpute.ado,iimpute.ado,ptvtools
../i/iimpute.sthlp,iimpute.sthlp,ptvtools
pullin.ado,pullin.ado,pullin
pullin.sthlp,pullin.sthlp,pullin
punaf.ado,punaf.ado,punaf
punaf_p.ado,punaf_p.ado,punaf
punaf.sthlp,punaf.sthlp,punaf
punafcc.ado,punafcc.ado,punafcc
punafcc_p.ado,punafcc_p.ado,punafcc
punafcc.sthlp,punafcc.sthlp,punafcc
putdocxcrosstab.ado,putdocxcrosstab.ado,putdocxcrosstab
putdocxcrosstab.sthlp,putdocxcrosstab.sthlp,putdocxcrosstab
putdocxcrosstab_test.do,putdocxcrosstab_test.do,putdocxcrosstab
putdocxfreqtable.ado,putdocxfreqtable.ado,putdocxfreqtable
putdocxfreqtable.sthlp,putdocxfreqtable.sthlp,putdocxfreqtable
putdocxfreqtable_test.do,putdocxfreqtable_test.do,putdocxfreqtable
putwrap.ado,putwrap.ado,putwrap
putwrap.sthlp,putwrap.sthlp,putwrap
putwrap_example.do,putwrap_example.do,putwrap
pv.ado,pv.ado,pv
pv.hlp,pv.hlp,pv
pv0.ado,pv0.ado,pv
pv0.hlp,pv0.hlp,pv
pvtest.ado,pvtest.ado,pv
pvtest.hlp,pvtest.hlp,pv
pvenn.ado,pvenn.ado,pvenn
pvenn.sthlp,pvenn.sthlp,pvenn
pvfix.ado,pvfix.ado,pvfix
pvfix.sthlp,pvfix.sthlp,pvfix
pvvar.ado,pvvar.ado,pvvar
pvvar.sthlp,pvvar.sthlp,pvvar
pvw.ado,pvw.ado,pvw
pvwcalc.ado,pvwcalc.ado,pvw
pvw.sthlp,pvw.sthlp,pvw
pwcorr2.ado,pwcorr2.ado,pwcorr2
pwcorr2.hlp,pwcorr2.hlp,pwcorr2
pwcorrf.ado,pwcorrf.ado,pwcorrf
pwcorrf.sthlp,pwcorrf.sthlp,pwcorrf
pwcorrs.ado,pwcorrs.ado,pwcorrs
pwcorrw.ado,pwcorrw.ado,pwcorrw
pwcov.ado,pwcov.ado,pwcov
pwcov.sthlp,pwcov.sthlp,pwcov
pweibull.ado,pweibull.ado,pweibull
pweibull.hlp,pweibull.hlp,pweibull
pweibull4.ado,pweibull4.ado,pweibull
pweibull4.hlp,pweibull4.hlp,pweibull
pwexp.ado,pwexp.ado,pwexp
pwexp.sthlp,pwexp.sthlp,pwexp
pwlaw.ado,pwlaw.ado,pwlaw
pwlaw.sthlp,pwlaw.sthlp,pwlaw
pwmc.ado,pwmc.ado,pwmc
pwmc.sthlp,pwmc.sthlp,pwmc
pwmci.ado,pwmci.ado,pwmc
pwmci.sthlp,pwmci.sthlp,pwmc
../m/mpwmc.mata,mpwmc.mata,pwmc
../m/mPwmc.mo,mPwmc.mo,pwmc
pwploti.ado,pwploti.ado,pwploti
pwploti.hlp,pwploti.hlp,pwploti
pyconvertu.ado,pyconvertu.ado,pyconvertu
pyconvertu_classification.json,pyconvertu_classification.json,pyconvertu
pyconvertu.sthlp,pyconvertu.sthlp,pyconvertu
../i/iso0639-2_all.json,iso0639-2_all.json,pyconvertu
../i/iso3166-1_all.json,iso3166-1_all.json,pyconvertu
../i/iso4217-2022_all.json,iso4217-2022_all.json,pyconvertu
pyex.ado,pyex.ado,pyex
pyramid.tut,pyramid.tut,pyramid
pyramid5.tut,pyramid5.tut,pyramid
pyramid.hlp,pyramid.hlp,pyramid
../f/fyn.dta,fyn.dta,pyramid
../h/hbar.ado,hbar.ado,pyramid
../h/hbar.hlp,hbar.hlp,pyramid
pyramid_chart.ado,pyramid_chart.ado,pyramid_chart
pyramid_chart.sthlp,pyramid_chart.sthlp,pyramid_chart
pystacked.ado,pystacked.ado,pystacked
pystacked.py,pystacked.py,pystacked
pystacked.sthlp,pystacked.sthlp,pystacked
pystacked_p.ado,pystacked_p.ado,pystacked
pystacked_p.py,pystacked_p.py,pystacked
../_/_pyparse.ado,_pyparse.ado,pystacked
../c/cs_pystacked_class.do,cs_pystacked_class.do,pystacked
../c/cs_pystacked_options.do,cs_pystacked_options.do,pystacked
../c/cs_pystacked_reg.do,cs_pystacked_reg.do,pystacked
../c/cs_pystacked_runall.do,cs_pystacked_runall.do,pystacked
../h/housing.csv,housing.csv,pystacked
../s/spambase.data,spambase.data,pystacked
../r/run_cert.sh,run_cert.sh,pystacked
python.ado,python.ado,python
python.sthlp,python.sthlp,python
../a/approx.ado,approx.ado,python
../a/approx.py,approx.py,python
../f/fdi.ado,fdi.ado,python
../f/fdi.py,fdi.py,python
prem.ado,prem.ado,python
prem.py,prem.py,python
../t/test_python_plugin.ado,test_python_plugin.ado,python
../t/test_python_plugin.py,test_python_plugin.py,python
../t/test_python_plugin_mod.py,test_python_plugin_mod.py,python
../t/test_python_plugin_reg.py,test_python_plugin_reg.py,python
python_plugin.pdf,python_plugin.pdf,python
pzms.ado,pzms.ado,pzms
pzms_custom.ado,pzms_custom.ado,pzms
pzms.sthlp,pzms.sthlp,pzms
pzms_example_data.dta,pzms_example_data.dta,pzms
../k/kettlewell_siminski_pzms_paper.pdf,kettlewell_siminski_pzms_paper.pdf,pzms
qap.ado,qap.ado,qap
qap.hlp,qap.hlp,qap
qbeta.ado,qbeta.ado,qbeta
qbeta.hlp,qbeta.hlp,qbeta
qbeta4.ado,qbeta4.ado,qbeta
qbeta4.hlp,qbeta4.hlp,qbeta
qbplot.ado,qbplot.ado,qbplot
qbplot.sthlp,qbplot.sthlp,qbplot
qbplot_test.do,qbplot_test.do,qbplot
qcm.ado,qcm.ado,qcm
qcm.sthlp,qcm.sthlp,qcm
../l/lqcm.mlib,lqcm.mlib,qcm
../g/growth.dta,growth.dta,qcm
../c/carbontax.dta,carbontax.dta,qcm
../r/repgermany.dta,repgermany.dta,qcm
qconvert.ado,qconvert.ado,qconvert
qconvert.sthlp,qconvert.sthlp,qconvert
../r/rawSort.dta,rawSort.dta,qconvert
qcount.ado,qcount.ado,qcount
qcount_mfx.ado,qcount_mfx.ado,qcount
qcount.hlp,qcount.hlp,qcount
qenvnormal.ado,qenvnormal.ado,qenv
qenvnormal.sthlp,qenvnormal.sthlp,qenv
qenvgamma.ado,qenvgamma.ado,qenv
qenvgamma.sthlp,qenvgamma.sthlp,qenv
qenvnormal.ado,qenvnormal.ado,qenv
qenv_ex.ado,qenv_ex.ado,qenv
qenv_sim_beta.ado,qenv_sim_beta.ado,qenv
qenv_sim_chi2.ado,qenv_sim_chi2.ado,qenv
qenv_sim_F.ado,qenv_sim_F.ado,qenv
qenvbeta.ado,qenvbeta.ado,qenv
qenvchi2.ado,qenvchi2.ado,qenv
qenvF.ado,qenvF.ado,qenv
qenvbeta.sthlp,qenvbeta.sthlp,qenv
qenvchi2.sthlp,qenvchi2.sthlp,qenv
qenvF.sthlp,qenvF.sthlp,qenv
../l/lqenv9.mlib,lqenv9.mlib,qenv
../l/lqenv10.mlib,lqenv10.mlib,qenv
qenv_mata9.do,qenv_mata9.do,qenv
qenv_mata10.do,qenv_mata10.do,qenv
qexp.ado,qexp.ado,qexp
qexp.hlp,qexp.hlp,qexp
qexp5.ado,qexp5.ado,qexp
qexp5.hlp,qexp5.hlp,qexp
qfactor.ado,qfactor.ado,qfactor
qfactor.sthlp,qfactor.sthlp,qfactor
../m/mldata2.dta,mldata2.dta,qfactor
../m/mldataset.dta,mldataset.dta,qfactor
../s/Statements.dta,Statements.dta,qfactor
qgamma.ado,qgamma.ado,qgamma
qgamma.hlp,qgamma.hlp,qgamma
qgamma4.ado,qgamma4.ado,qgamma
qgamma4.hlp,qgamma4.hlp,qgamma
qhapipf.ado,qhapipf.ado,qhapipf
qhapipf.hlp,qhapipf.hlp,qhapipf
qhapupdate.ado,qhapupdate.ado,qhapipf
Qhapipf2.pdf,Qhapipf2.pdf,qhapipf
qic.ado,qic.ado,qic
qic.hlp,qic.hlp,qic
qll.ado,qll.ado,qll
qll.hlp,qll.hlp,qll
qlognorm.ado,qlognorm.ado,qlognorm
qlognorm.hlp,qlognorm.hlp,qlognorm
../p/plognorm.ado,plognorm.ado,qlognorm
../p/plognorm.hlp,plognorm.hlp,qlognorm
qlqc15.ado,qlqc15.ado,qlqc15
qlqc15.sthlp,qlqc15.sthlp,qlqc15
qn.ado,qn.ado,qn
qn.sthlp,qn.sthlp,qn
qog.sthlp,qog.sthlp,qog
qoguse.ado,qoguse.ado,qog
qoguse.sthlp,qoguse.sthlp,qog
qogmerge.ado,qogmerge.ado,qog
qogmerge.sthlp,qogmerge.sthlp,qog
qogbook.ado,qogbook.ado,qogbook
qogbook.sthlp,qogbook.sthlp,qogbook
qpair.ado,qpair.ado,qpair
qpair.sthlp,qpair.sthlp,qpair
qpairdata.dta,qpairdata.dta,qpair
qdagum.ado,qdagum.ado,qpfit
qdagum.hlp,qdagum.hlp,qpfit
qgb2.ado,qgb2.ado,qpfit
qgb2.hlp,qgb2.hlp,qpfit
qlogn.ado,qlogn.ado,qpfit
qlogn.hlp,qlogn.hlp,qpfit
qsm.ado,qsm.ado,qpfit
qsm.hlp,qsm.hlp,qpfit
../p/pdagum.ado,pdagum.ado,qpfit
../p/pdagum.hlp,pdagum.hlp,qpfit
../p/pgb2.ado,pgb2.ado,qpfit
../p/pgb2.hlp,pgb2.hlp,qpfit
../p/plogn.ado,plogn.ado,qpfit
../p/plogn.hlp,plogn.hlp,qpfit
../p/psm.ado,psm.ado,qpfit
../p/psm.hlp,psm.hlp,qpfit
../d/diagplots2.hlp,diagplots2.hlp,qpfit
qqcompare.ado,qqcompare.ado,qqcompare
qqcompare.sthlp,qqcompare.sthlp,qqcompare
qqplot2.ado,qqplot2.ado,qqplot2
qqplot2.hlp,qqplot2.hlp,qqplot2
qqplot3.ado,qqplot3.ado,qqplot3
qqplot3.sthlp,qqplot3.sthlp,qqplot3
qqplotg.ado,qqplotg.ado,qqplotg
qqplotg.sthlp,qqplotg.sthlp,qqplotg
qqvalue.ado,qqvalue.ado,qqvalue
qqvalue.sthlp,qqvalue.sthlp,qqvalue
qreg2.ado,qreg2.ado,qreg2
qreg2.sthlp,qreg2.sthlp,qreg2
qregpd.ado,qregpd.ado,qregpd
qregpd.sthlp,qregpd.sthlp,qregpd
qregplot.ado,qregplot.ado,qregplot
qregplot.sthlp,qregplot.sthlp,qregplot
../t/tvgc.ado,tvgc.ado,qregplot
../t/tvgc0.ado,tvgc0.ado,qregplot
../t/tvgc_boot.ado,tvgc_boot.ado,qregplot
../t/tvgc.sthlp,tvgc.sthlp,qregplot
qregsel.ado,qregsel.ado,qregsel
qregsel_p.ado,qregsel_p.ado,qregsel
../_/_qregsel.ado,_qregsel.ado,qregsel
qregsel.sthlp,qregsel.sthlp,qregsel
qrisk2cmd.ado,qrisk2cmd.ado,qrisk2cmd
qrisk2cmd.sthlp,qrisk2cmd.sthlp,qrisk2cmd
qrisk2import.ado,qrisk2import.ado,qrisk2cmd
qrisk2import.sthlp,qrisk2import.sthlp,qrisk2cmd
qrisk2export.ado,qrisk2export.ado,qrisk2cmd
qrisk2export.sthlp,qrisk2export.sthlp,qrisk2cmd
qrkd.ado,qrkd.ado,qrkd
qrkd.sthlp,qrkd.sthlp,qrkd
qrowname.ado,qrowname.ado,qrowname
